Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,
2,0.351664599853522,0.00555293548716337,PHATRDRAFT_draft521,PHATRDRAFT_23913,,,,,,,,,,
2,0.35166459985341,0.0055529354872652,PHATRDRAFT_draft521,PHATRDRAFT_20310,,,,,,,,,,
2,0.35166459985341,0.00555293548721369,PHATRDRAFT_draft521,PHATRDRAFT_48078,,,,,,,,,,
2,0.351664599853411,0.00555293548719471,PHATRDRAFT_draft521,PHATRDRAFT_42245,,,,,,,,,,
3,0.351664599853298,0.00555293548692679,PHATRDRAFT_draft521,PHATRDRAFT_55192,PHATRDRAFT_35240,,,,,,,,,
4,0.338038366671392,0.0150800779696237,PHATRDRAFT_draft521,PHATRDRAFT_30145,PHATRDRAFT_36256,PHATRDRAFT_15917,,,,,,,,
8,0.320738966416379,0.0271754126753724,PHATRDRAFT_30519,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_32747,PHATRDRAFT_25308,PHATRDRAFT_50742,PHATRDRAFT_19708,PHATRDRAFT_42245,,,,
9,0.355108301030956,0.00314518043493814,PHATRDRAFT_10257,PHATRDRAFT_draft870,PHATRDRAFT_10073,PHATRDRAFT_30519,PHATRDRAFT_26290,PHATRDRAFT_48983,PHATRDRAFT_50742,PHATRDRAFT_19708,PHATRDRAFT_8990,,,
10,0.320738966416422,0.027175412675369,PHATRDRAFT_10257,PHATRDRAFT_draft870,PHATRDRAFT_10073,PHATRDRAFT_55192,PHATRDRAFT_30519,PHATRDRAFT_40430,PHATRDRAFT_draft1572,PHATRDRAFT_28191,PHATRDRAFT_35240,PHATRDRAFT_8990,,
12,0.320738966416366,0.0271754126753631,PHATRDRAFT_10257,PHATRDRAFT_draft870,PHATRDRAFT_10073,PHATRDRAFT_27976,PHATRDRAFT_40430,Phatr3_EG02042,PHATRDRAFT_36906,PHATRDRAFT_43194,PHATRDRAFT_48078,PHATRDRAFT_8990,PHATRDRAFT_8945,PHATRDRAFT_41686
